Epoch,Time,Train Loss,Validation Loss,Validation Accuracy,mIoU
1,55.15681982040405,1.2106876189786504,5.251783004914872,0.24825323547979797,0.09406602113932556
2,55.02617359161377,0.6287260393721128,1.2525590754518605,0.7090419823232323,0.5321788144591485
3,54.40886330604553,0.4685432977616901,0.7311262590716584,0.8400926254734848,0.703894631224569
4,55.62332105636597,0.3953765131232835,0.5775008424363955,0.8789156703756313,0.7664084252053719
5,53.71297740936279,0.3431900238121311,0.5024800920727277,0.8921575126262626,0.7959557680409098
Model Size (MB),1.4860725402832031
