Epoch,Time, Train Loss,Validation Loss,Validation Accuracy,mIoU
1,54.010130405426025,0.46157184500611903,0.9700608253479004,0.7801048078440657,0.6086026895379176
2,56.752490282058716,0.30751970484709784,0.4878734061212251,0.9019440991950758,0.802933842503041
3,54.54951453208923,0.24341827361002535,0.36912641922632855,0.9294122869318182,0.8520296498657536
4,54.518879413604736,0.20972573824670174,0.3307866297587,0.9391398851799242,0.8703205715300802
5,53.575782775878906,0.1870429288116847,0.3038111139427532,0.9455430279356061,0.885583033910604
Model Size (MB),5.127613067626953
