Epoch,Time (s),Train Loss,Validation Loss,Validation Accuracy,mIoU
1,35.92,1.7742981553306507,1.70716878862092,0.45553656684027777,0.2666411539188324
2,28.05,1.6890878812822865,1.650492002265622,0.4964016631155303,0.3128106790538521
3,28.19,1.5676790611757656,1.5340382113601223,0.580142242739899,0.3941849202466234
4,27.94,1.3953551362892487,1.3736798691027092,0.6770763297032828,0.49666349256888226
5,28.23,1.1738047635029007,1.1508911450703938,0.7720821002998738,0.6116190784149783
6,28.29,0.9321213461615989,0.8987839781876766,0.843894166272096,0.7102512018993088
7,28.09,0.7073171207634822,0.692421641614702,0.8824351917613636,0.7661119012191011
8,28.05,0.5344536379523104,0.5525785479882751,0.904672210385101,0.80017005235397
9,28.42,0.42060751093555093,0.46242973539564347,0.9202965198863636,0.828341007792374
10,28.61,0.3419370160450633,0.4002815271266783,0.9319255050505051,0.8519893421891008
11,28.26,0.29483947701280266,0.3516768226117799,0.9419451349431818,0.8719013361372233
12,28.46,0.25870399463657223,0.31811893528158014,0.9484073646622475,0.885239984894065
13,28.10,0.2324277052151722,0.29410776917380516,0.9525654987373737,0.8935878779604606
14,28.16,0.21106266542954547,0.27846921875019265,0.9548765486900253,0.8977397701971199
15,28.15,0.19794201624370583,0.2618303187567778,0.9578529928188131,0.9050203430795224
16,28.09,0.18244047056232898,0.2567350147950529,0.9582084517045455,0.9043395050864715
17,27.51,0.171992364605878,0.24336220579917986,0.9605685763888889,0.910488015010086
18,27.97,0.1633499335533369,0.23621992962528962,0.9616095525568182,0.9129363185230929
19,27.72,0.1553690964681402,0.2283089811151678,0.9632470703125,0.9163807831440316
20,27.85,0.1480013409411381,0.22401899039143264,0.9635930101799243,0.9178067825573587
21,28.09,0.14259325142899767,0.22255454159746266,0.9637053148674243,0.9182307781920347
22,28.88,0.1364686269734963,0.21929943019693549,0.9642754695391414,0.921574474436499
23,28.27,0.131786425591888,0.21479859857848196,0.9651699613320707,0.9245924250496866
24,28.24,0.1276335612940468,0.21210093871511596,0.9653106751104797,0.9216723083692532
25,28.23,0.12514003592466438,0.20475512502169368,0.9667673808396464,0.9280297603784082
26,28.20,0.12110030267266074,0.204419387711419,0.9672298670296717,0.9290748386699216
27,27.66,0.11828128594240163,0.2022000804091945,0.967760071417298,0.9305492314040903
28,27.88,0.11522508979186902,0.19430000342503942,0.9691189236111111,0.9330846465684949
29,27.53,0.11257640967671106,0.19712820859870525,0.968703736584596,0.9326118183952765
30,27.95,0.1101911770691112,0.1989549579042377,0.9679851740056818,0.9299276539601262
31,27.41,0.1078406582752711,0.19458044929937882,0.9689492088857323,0.9328857913591927
32,27.47,0.10665095371843071,0.1948152046010952,0.9690311316287878,0.9329931592000582
33,27.92,0.10509691258424074,0.1909102869756294,0.9696089311079545,0.9332667115618096
34,27.51,0.1006936913488465,0.18951248851689426,0.9692464192708333,0.9337656051269025
35,28.56,0.09553481531749532,0.18483026671891262,0.9693002288510101,0.9312011559090699
36,28.25,0.09331848179195755,0.17785364088385996,0.970826477667298,0.9368005651650599
37,28.28,0.08868836993333704,0.1733091804716322,0.9705411044034091,0.9368475711542575
38,28.26,0.08708764109867777,0.171441254591701,0.970689758917298,0.9353009009574224
39,28.22,0.08458399731029476,0.1658534693597543,0.9713326625631313,0.9377527171976355
40,28.23,0.08268720639758742,0.1741031158452082,0.9702272234059344,0.9348210823266988
41,28.15,0.08172127246971093,0.16962153110841308,0.9712153764204545,0.9380827594665461
42,28.30,0.08069961005803948,0.1735678727578635,0.9706041370738636,0.9360225063465654
43,28.32,0.0800667879677551,0.16647928200586878,0.9714326862373738,0.9384353122283083
44,28.27,0.07805767418841712,0.16545586393337058,0.9720736663510101,0.9396610580115176
45,28.59,0.07775870718905656,0.16992041589033724,0.971923581518308,0.9393044622335179
46,28.52,0.07632863294483375,0.1676682456575259,0.9719250611584596,0.9380525765403354
47,28.43,0.07566000151657097,0.17000075693082328,0.9713972241950758,0.9371362029747616
48,28.09,0.07536434096904497,0.17078681184787942,0.9715751262626262,0.938148734160757
49,28.11,0.07471842263859202,0.17179631976166157,0.9713804549400252,0.9380224725558953
50,27.92,0.07302011617543372,0.1699309851786103,0.9718411162405303,0.9386659574980541
51,28.09,0.07264486371384014,0.1666035664201987,0.9725844381313131,0.9399741453157424
52,27.69,0.07138238393070602,0.16851623642324198,0.9717560862531566,0.9379499755526481
53,27.88,0.070710765274381,0.1727561288409763,0.9714054608585858,0.9367446370259781
54,27.58,0.07084913699388962,0.17053612133469245,0.9717917949021465,0.9380942697500245
55,27.31,0.0699059792935505,0.17124811025580974,0.971707307449495,0.9378213258928509
56,27.90,0.06957335560484262,0.16755443450176355,0.9719884390782828,0.9389496976303177
57,28.43,0.0692088841734143,0.17019850647810733,0.9722756865530303,0.9394637239505119
58,28.21,0.06826222296982946,0.16470486226707998,0.9726271504103535,0.9403132721532543
59,28.18,0.06792774239622928,0.16665666001011628,0.9725356100063132,0.9402672326566034
60,28.34,0.06794606323663195,0.17035073252639385,0.9717657532354798,0.9388441162656233
61,28.19,0.06746727213292113,0.1675696877217052,0.972525696417298,0.9401370461119228
62,28.25,0.06702950175801532,0.1662803433760248,0.9723065617108586,0.9402253612339377
63,28.07,0.06603924707865304,0.16787158148457307,0.9724106297348485,0.9399690524628216
64,28.52,0.06574338647374264,0.1709625558419661,0.9719496725063131,0.9385886078359166
65,28.24,0.06562947300253812,0.16955109888857062,0.9721626420454546,0.9390314910312699

Final Model Size (MB),12.48
