Epoch,Time (s),Train Loss,Validation Loss,Validation Accuracy,mIoU
57,28.04,0.1496883149339233,0.25913886379713963,0.9531993272569445,0.9023475778866668
58,28.96,0.14511796861829776,0.2586802199031367,0.9533288944128788,0.9023027305268947
59,28.29,0.14515722770379738,0.2559809076665628,0.9538259055397728,0.9040656247064409
60,28.82,0.14229475243192258,0.25601818766256773,0.9538475082859849,0.9040622481519613
61,28.55,0.536254448808315,3.6086290099404077,0.526107116082702,0.22926275036294175
62,28.29,0.3934578893967187,1.3983410054987127,0.7187152777777778,0.4906457579243486
63,28.43,0.3226154599217215,0.713128696788441,0.8387716027462121,0.7102501331396703
64,28.30,0.28608704668088974,0.8464688056647175,0.804364839804293,0.6619408693789977
65,27.98,0.26435915466233545,0.9993525900021948,0.7672080669981061,0.6116611236933984
66,28.04,0.2516538213631013,1.3148925629529087,0.6934191031407828,0.5164242089905455
67,27.97,0.24207718439271492,1.698091340787483,0.6081552833017677,0.4308733380606898
68,27.79,0.23572423802456335,1.6526302014938508,0.6037602095170455,0.43319036736250527
69,27.87,0.23295883922453348,1.543532416073963,0.6251485558712121,0.45566311560614414
70,28.01,0.23177064030275693,1.513737556910274,0.6405288233901515,0.46839165789196363

Final Model Size (MB),12.49
