Epoch,Time (s),Train Loss,Validation Loss,Validation Accuracy,mIoU
1,38.15,0.06766583594759916,0.1681303038741603,0.9721829624368686,0.9394243115130738
2,29.06,0.06737117625043626,0.16846937212077054,0.9723204210069445,0.9399182868241592
3,28.93,0.06719842727605303,0.1676402227445082,0.9723788174715909,0.939775136457981
4,28.62,0.0668678041282977,0.1685578046423016,0.9725954861111111,0.9408119292928001
5,28.36,0.06722919574282678,0.1683554540980946,0.9718455551609848,0.9389059360461292
6,28.17,0.06686596466575154,0.17210608991709622,0.9721815321180556,0.9392678005478108
7,28.61,0.06744519160370452,0.17255155215359697,0.9722206932607323,0.9400547645608008
8,28.22,0.06686809569196829,0.16984388804194903,0.9723980034722223,0.9389438865870755
9,28.51,0.0666089289533886,0.17818318864311836,0.9712198153409091,0.9377624841258281
10,28.80,0.06669475456803407,0.16666953325873674,0.9725984947127525,0.9405433854087258
11,28.70,0.06624014993661195,0.1723875794747863,0.9722162543402778,0.9384681798830513
12,29.24,0.064199558358046,0.17192402632549555,0.9721590415877526,0.9396294404863285
13,29.39,0.06338071602176797,0.16771265563338694,0.9720359355271465,0.9389179803656781
14,28.22,0.06275969750592897,0.1706998616155952,0.9728665561868687,0.9388888523440384
15,28.25,0.06261651687567156,0.16949538991908836,0.9728226601957071,0.9387363514961503
16,28.65,0.061805735067991745,0.16908168040140711,0.9727400962752525,0.9396897107229464
17,28.29,0.06052410994690348,0.17020758008114015,0.972631194760101,0.9400451499192716
18,28.14,0.06026440748011769,0.1692425786244749,0.9724851542771464,0.9395643721098983
19,28.14,0.0598877554834461,0.16981377219310914,0.9726278902304293,0.9393567014887779
20,28.21,0.05963267289717001,0.16924869111089996,0.9727297881155303,0.94036410404793
21,28.44,0.05896095988160131,0.17656451824939612,0.9718700185448232,0.9374403681319663
22,28.39,0.058661151101058365,0.17354542829773642,0.9723620482165404,0.9385453241407425
23,28.31,0.05841543322961756,0.17484750591143214,0.9721369456281566,0.9379268908565072
24,28.27,0.0582644117527754,0.17657227708835793,0.9720349491003788,0.9379369433567719
25,28.09,0.0581506973607984,0.17545476495617568,0.9719886363636364,0.9379666964145471
26,28.11,0.057780627299979646,0.1761655229510683,0.9719258009785353,0.9378854234493531
27,28.00,0.057674223196026005,0.1765772450451899,0.9720040246212122,0.9378967043184449
28,28.52,0.057330564789888724,0.17574852554485051,0.9720675011837121,0.9381038675492929
29,28.01,0.057443259328946956,0.17631156366280834,0.9719910531092172,0.9379363582653704
30,28.22,0.05753544386540631,0.1757659875985348,0.9720765763099748,0.9381523776402784
31,28.26,0.057714667910577694,0.17492516940892344,0.9726726740056818,0.9398906826729544
32,27.94,0.05781842590579602,0.17614654970891547,0.9723705808080808,0.9390647824718271
33,28.43,0.05783994852810126,0.1772934499413076,0.9722884607796717,0.9389835486819033
34,28.30,0.05782510843306723,0.17775593743179785,0.9723746744791667,0.9396476887258386
35,28.55,0.05831953294560914,0.1781798745646621,0.9724693714488636,0.9390405429498502
36,27.98,0.05859403437764997,0.17696008929098495,0.9722083629261363,0.9385940243149892
37,27.96,0.05835727148058319,0.1775485584230134,0.9722125059185606,0.9389662870533318
