Epoch,Time (s),Train Loss,Validation Loss,Validation Accuracy,mIoU
1,31.14,0.09142710504742364,0.18334098416145403,0.9693746054292929,0.9334608395885623
2,28.16,0.09112572675703126,0.18320548745116802,0.9692659998421718,0.9329548035059333
3,28.03,0.08992714553556606,0.18490937171560345,0.9687345130997475,0.9315924140522456
4,28.81,0.08830362837797393,0.17923474522552105,0.9697564512310606,0.934250140087835
5,27.95,0.08830358975793945,0.17834915747546187,0.9693834339488636,0.9336057376950414
6,28.28,0.08681589381594118,0.17479026197183012,0.9710557725694444,0.936824737939169
7,28.28,0.08375016011283402,0.17259269170086794,0.9708463048453283,0.9365635918603689
8,28.04,0.08142210469364891,0.1676938771599471,0.9713368055555556,0.9371581685647836
9,28.32,0.07976248421046647,0.16835495980098994,0.9716007733585859,0.9384947562763793
10,28.21,0.07753007836968794,0.17035318263853438,0.9708803365688131,0.9359438090876401
11,28.26,0.07624143652632231,0.171324666100319,0.9713121448863636,0.9374259859376615
12,28.12,0.07473441835156787,0.16934291280881322,0.9712210483743687,0.9373922789362127
13,28.44,0.0747086147600767,0.16939110617444972,0.9717028685290404,0.9393479109765078
14,28.57,0.07297805608062506,0.16722341619356715,0.9718676511205808,0.9393325750954288
15,28.38,0.0725932506647769,0.16930140359233123,0.9713309856376262,0.9382191415802575
16,28.41,0.07162493780798738,0.16838942121977757,0.9715592447916667,0.9385674000560961
17,28.19,0.07090562542260494,0.16805544405272513,0.9715439058554293,0.9383269785040634
18,27.83,0.071059214533977,0.16738170565980853,0.9716449159564394,0.9383586714297594
19,27.65,0.0708871400602262,0.16803376617455723,0.9715645714962121,0.9382556776331404
20,27.67,0.07100808978538367,0.1683669981330332,0.9714891098484848,0.9380726281552002
21,27.93,0.07130273422673201,0.16730380359322133,0.9719710286458333,0.9395737429750185
22,27.73,0.07169564016263454,0.16959070677709098,0.971644472064394,0.9386463624878988
23,27.45,0.0715627416739537,0.17198398739400536,0.9711629478377525,0.9378051936259698
24,27.68,0.07048960177374436,0.17003804716196927,0.9716662720959596,0.9378452978152817
25,28.11,0.07072157045243568,0.1745837472303949,0.9715048926767677,0.9375607117007468
26,28.07,0.07122614752937416,0.17404141570582535,0.9712628235479798,0.9358557564594022
27,28.03,0.07027630838574467,0.1708175657373486,0.9716466422032828,0.9361658649844848
28,27.95,0.06969092467124083,0.1715559826956855,0.9714858546401515,0.9363218864473625
29,27.96,0.06806313211023235,0.17738762708625408,0.970517972695707,0.9329762975064995
30,28.02,0.06702587093707467,0.1708926362822754,0.9719577118844697,0.9381074235519454
31,27.79,0.06590986500374416,0.17223401036527422,0.9713321200284091,0.9365338137555593
32,28.20,0.065147902629197,0.17695099386301907,0.9709939729324495,0.9355995505047963
33,27.91,0.06451475975209142,0.1758627915623212,0.9710115313289142,0.9355907138867391
34,28.02,0.06393037932047231,0.17802080481943458,0.9709239859532828,0.9353347679594352
