Epoch,Time (s),Train Loss,Validation Loss,Validation Accuracy,mIoU
1,79.38,1.7906916242643418,1.72203971279992,0.4533988813920454,0.2757660828141345
2,71.81,1.7026062127495911,1.6638027863069014,0.4964145853061869,0.3219078885053552
3,72.56,1.5823425695671915,1.5471282812079998,0.5792891808712122,0.40108719165979384
4,72.37,1.4087190659627347,1.381499044822924,0.6775916390467172,0.5011607581280586
5,72.80,1.1862387557862588,1.1581686145127421,0.7729537563131313,0.6164203627284159
6,71.97,0.9442683388770428,0.9081828798910584,0.8440499230587121,0.7178724890708565
7,73.04,0.719318485717627,0.6997741033332516,0.8827568655303031,0.7790096248811631
8,73.10,0.5514620244045404,0.5602194311642887,0.9053789851641414,0.8166125921250825
9,72.86,0.4350326390733188,0.4732054170936045,0.9203711430713384,0.8427728796729754
10,72.61,0.3605656425005644,0.41194122337331673,0.9316361860795455,0.8633516644462059
11,72.52,0.31236380930139096,0.35987033868076823,0.9423495205965909,0.8840317840053286
12,72.60,0.27537340129405663,0.3288638031843937,0.9484030737058081,0.8957907982460359
13,72.56,0.24958348388635265,0.3027462387325788,0.9528414516256313,0.904642340692749
14,72.96,0.2288341905928848,0.28421017979130603,0.9558386107165404,0.9106890970619688
15,72.74,0.2137586224788439,0.26973272814895166,0.9581252959280303,0.9153554342749706
16,73.20,0.19836874984047465,0.26035573988249805,0.959367157907197,0.9174787758675936
17,72.58,0.18588570207643418,0.25094623547611816,0.961318112768308,0.9216201425345533
18,72.66,0.17756468312754053,0.24370418654547799,0.962561158459596,0.9238863793592862
19,72.32,0.16839909365904765,0.23779461118910047,0.9634681778724747,0.9253640056743008
20,72.49,0.16156864133082516,0.2322351204024421,0.9641532019412878,0.9266201666651229
21,72.80,0.1546541374898918,0.2311046403465849,0.9646481415719697,0.9279424873045125
22,72.69,0.1493713945722397,0.2280706423099595,0.964823183001894,0.928486574759641
23,72.91,0.14361319717541765,0.22179861622627337,0.9661741931029041,0.9310842125474873
24,72.83,0.14027761397686664,0.21777418045082478,0.9666098978061869,0.9318994556098686
25,73.63,0.13752251804561394,0.21528774740720036,0.966769896227904,0.9322916509273592
26,72.53,0.13310330013624766,0.2147673780869956,0.9673015802556818,0.9335729910267744
27,74.02,0.1304759054689627,0.21187996202045017,0.9677576546717171,0.9342120862811916
28,73.29,0.12748614034817451,0.20611264338397017,0.9691670119160354,0.9367777948496623
29,73.66,0.12484279846390012,0.2044881151782142,0.9692945075757575,0.9374067522868482
30,73.02,0.12160241616435792,0.2071357604229089,0.968709901751894,0.9361587034317651
31,73.23,0.11992917528765673,0.2020677367244104,0.9696179075915404,0.9378322707242219
32,73.52,0.11829154614695203,0.20586743378880049,0.9687098031092172,0.936336336421931
33,74.03,0.11684671164474195,0.2024868368500411,0.9697284367108586,0.9382098436634605
34,73.43,0.11407069339633216,0.19773074262069934,0.9705467763573232,0.9398707709307547
35,73.58,0.11101460333863512,0.19644875839503126,0.9702347695707071,0.9394163175885479
36,74.06,0.10818935930156891,0.1900029399178245,0.9708917791193182,0.9406888674798358
37,73.60,0.10295215746148305,0.1779647662182047,0.9720752446338384,0.9429759873936826
38,73.20,0.10019150594260093,0.17945407496558297,0.9720406703756314,0.9429035958614306
39,73.36,0.09791747333621338,0.17595895974323003,0.9723280658143939,0.9433477517114314
40,72.96,0.09472929555314974,0.17722348883898573,0.9719384765625,0.9427933779510257
41,73.52,0.09370349143951731,0.17250051582702483,0.972029326467803,0.942703172175566
42,73.84,0.09213234495064118,0.17506396830684007,0.9716706616950758,0.9422191796169198
43,73.26,0.09134542665188693,0.17206058508217936,0.9723833550347222,0.9435067409365665
44,73.24,0.08976192167761687,0.17179671411562447,0.9721254537563131,0.9433432941438574
45,73.43,0.08915090199395471,0.17268252252328276,0.9721122849589646,0.9433348403899249
46,73.55,0.087523770878617,0.1720105901812062,0.9722043678977272,0.9433694698586729
47,73.45,0.08665536536822621,0.1703231394892991,0.9726096906565657,0.9441525254919227
48,73.11,0.0861213439314013,0.16974576600272245,0.9722900390625,0.9436347356915468
49,73.23,0.08474812182149137,0.16746809431398757,0.9729053720801768,0.944716401597835
50,73.57,0.08418172973703286,0.1692439504344054,0.9728491457544192,0.9445748362009813
51,73.83,0.08340395163608832,0.165877761864903,0.9735677083333333,0.9460177900273342
52,73.28,0.08241857095494609,0.1703277067704634,0.9729172585227273,0.9447437299588396
53,72.80,0.08235356632670147,0.16876368510602702,0.9729489721433081,0.9447071921077459
